"_id",bike,custId,decease,dob,fName,gender,j_Indu,job_title,lName,own_car,tenure,wealth
5ec615322b1eb004f0687b60,56,5,N,1977-05-13T00:00:00.000Z,Sheila-kathryn,Female,NaN,Senior Editor,Calton,Yes,8,Affluent Customer
5ec615322b1eb004f0687b61,35,6,N,1966-09-16T00:00:00.000Z,Curr,Male,Retail,NaN,Duckhouse,Yes,13,High Net Worth
5ec615322b1eb004f0687b62,6,7,N,1976-02-23T00:00:00.000Z,Fina,Female,Financial Services,NaN,Merali,Yes,11,Affluent Customer
5ec615322b1eb004f0687b63,31,8,N,1962-03-30T00:00:00.000Z,Rod,Male,NaN,Media Manager I,Inder,No,7,Mass Customer
5ec615322b1eb004f0687b64,97,9,N,1973-03-10T00:00:00.000Z,Mala,Female,Argiculture,Business Systems Development Analyst,Lind,Yes,8,Affluent Customer
5ec615322b1eb004f0687b65,49,10,N,1988-10-11T00:00:00.000Z,Fiorenze,Female,Financial Services,Senior Quality Engineer,Birdall,Yes,20,Mass Customer
5ec615322b1eb004f0687b66,99,11,N,1954-04-30T00:00:00.000Z,Uriah,Male,Property,NaN,Bisatt,No,9,Mass Customer
5ec615322b1eb004f0687b67,58,12,N,1994-07-21T00:00:00.000Z,Sawyere,Male,Manufacturing,Nuclear Power Engineer,Flattman,No,8,Mass Customer
5ec615322b1eb004f0687b68,38,13,N,1955-02-15T00:00:00.000Z,Gabriele,Male,Financial Services,Developer I,Norcross,Yes,8,High Net Worth
5ec615322b1eb004f0687b69,85,14,N,1983-03-25T00:00:00.000Z,Rayshell,Female,Financial Services,Account Executive,Kitteman,No,6,Affluent Customer
5ec615322b1eb004f0687b6a,91,15,N,2000-07-13T00:00:00.000Z,Erroll,Male,Manufacturing,Junior Executive,Radage,No,1,Mass Customer
5ec615322b1eb004f0687b6b,38,16,N,1977-02-27T00:00:00.000Z,Harlin,Male,NaN,Media Manager IV,Parr,Yes,18,Mass Customer
5ec615322b1eb004f0687b6c,57,17,N,1962-03-19T00:00:00.000Z,Heath,Male,NaN,Sales Associate,Faraday,Yes,15,Affluent Customer
5ec615322b1eb004f0687b6d,79,18,N,1967-07-06T00:00:00.000Z,Marjie,Female,NaN,Professor,Neasham,No,11,Affluent Customer
5ec615322b1eb004f0687b6e,76,19,N,2001-04-15T00:00:00.000Z,Sorcha,Female,Manufacturing,Geological Engineer,Keyson,No,1,High Net Worth
5ec615322b1eb004f0687b6f,72,20,N,1980-08-13T00:00:00.000Z,Basile,Male,Manufacturing,Project Manager,Firth,No,11,Mass Customer
5ec615322b1eb004f0687b70,74,21,N,1980-09-20T00:00:00.000Z,Mile,Male,Manufacturing,Safety Technician I,Cammocke,Yes,16,Affluent Customer
5ec615322b1eb004f0687b71,79,22,N,1962-12-10T00:00:00.000Z,Deeanne,Female,IT,NaN,Durtnell,No,11,Mass Customer
5ec615322b1eb004f0687b72,43,23,N,1995-02-10T00:00:00.000Z,Olav,Male,NaN,NaN,Polak,Yes,1,High Net Worth
5ec615322b1eb004f0687b73,55,24,N,1977-12-03T00:00:00.000Z,Kim,Female,Argiculture,Research Assistant I,Skpsey,Yes,15,Mass Customer
5ec615322b1eb004f0687b74,72,25,N,1976-12-02T00:00:00.000Z,Geoff,Male,Financial Services,Accounting Assistant III,Assaf,Yes,21,Mass Customer
5ec615322b1eb004f0687b75,12,26,N,1978-06-10T00:00:00.000Z,Trixi,Female,Financial Services,Editor,Ginnelly,Yes,16,Mass Customer
5ec615322b1eb004f0687b76,37,27,N,1978-09-25T00:00:00.000Z,Garvin,Male,Health,Research Nurse,Klees,Yes,12,Mass Customer
5ec615322b1eb004f0687b77,5,28,N,1973-09-30T00:00:00.000Z,Fee,Male,Health,Senior Quality Engineer,Zellmer,Yes,21,Affluent Customer
5ec615322b1eb004f0687b78,62,29,N,1968-06-22T00:00:00.000Z,Mona,Female,Manufacturing,Safety Technician III,Sancraft,No,19,Mass Customer
5ec615322b1eb004f0687b79,18,30,N,1961-10-18T00:00:00.000Z,Darrick,Male,IT,NaN,Helleckas,Yes,6,Affluent Customer
5ec615322b1eb004f0687b7a,3,31,N,1962-11-24T00:00:00.000Z,Star,Female,Telecommunications,Staff Accountant III,Praton,Yes,14,High Net Worth
5ec615322b1eb004f0687b7b,17,32,N,1995-04-20T00:00:00.000Z,Marion,Female,Manufacturing,Legal Assistant,Vanichkin,No,4,Affluent Customer
5ec615322b1eb004f0687b7c,44,33,N,1957-06-25T00:00:00.000Z,Ernst,Male,NaN,Product Engineer,Hacon,Yes,11,Affluent Customer
5ec615322b1eb004f0687b7d,59,34,N,1843-12-21,Jephthah,U,IT,Legal Assistant,Bachmann,No,20,Affluent Customer
5ec615322b1eb004f0687b7e,40,35,N,1963-09-28T00:00:00.000Z,Margaretha,Female,Health,Information Systems Manager,Strettle,Yes,16,High Net Worth
5ec615322b1eb004f0687b7f,33,36,N,1977-11-09T00:00:00.000Z,Lurette,Female,NaN,VP Quality Control,Stonnell,No,22,Affluent Customer
5ec615322b1eb004f0687b80,46,37,N,1985-12-22T00:00:00.000Z,Laurie,Female,Health,Social Worker,Dwerryhouse,No,16,High Net Worth
5ec615322b1eb004f0687b81,37,38,N,1955-10-29T00:00:00.000Z,Cordi,Female,Financial Services,Senior Cost Accountant,Merman,No,20,Affluent Customer
5ec615322b1eb004f0687b82,5,39,N,1979-04-16T00:00:00.000Z,Hunfredo,Male,Entertainment,Assistant Media Planner,Smalley,No,22,Mass Customer
5ec615322b1eb004f0687b83,91,40,N,1981-10-27T00:00:00.000Z,Tomasine,Female,Manufacturing,Payment Adjustment Coordinator,Jerche,No,14,Affluent Customer
5ec615322b1eb004f0687b84,64,41,N,1976-04-14T00:00:00.000Z,Basilius,Male,Health,Food Chemist,Coupe,No,16,Mass Customer
5ec615322b1eb004f0687b85,24,42,N,1977-03-28T00:00:00.000Z,Chiquita,Female,Manufacturing,Accountant III,Durnall,No,18,Mass Customer
5ec615322b1eb004f0687b86,38,43,N,1983-03-01T00:00:00.000Z,Indira,Female,Retail,Director of Sales,Belt,No,5,Mass Customer
5ec615322b1eb004f0687b87,63,44,N,1981-10-18T00:00:00.000Z,Neron,Male,Entertainment,Assistant Media Planner,Verick,Yes,17,Affluent Customer
5ec615322b1eb004f0687b88,64,45,N,1975-09-23T00:00:00.000Z,Trace,Male,Financial Services,Senior Financial Analyst,Woodhead,No,8,Mass Customer
5ec615322b1eb004f0687b89,98,46,N,1972-02-26T00:00:00.000Z,Kaila,Female,NaN,NaN,Allin,Yes,15,Affluent Customer
5ec615322b1eb004f0687b8a,51,47,N,1992-10-22T00:00:00.000Z,Matthew,Male,Health,Registered Nurse,Jeaycock,No,2,Affluent Customer
5ec615322b1eb004f0687b8b,46,48,N,1975-08-15T00:00:00.000Z,Rebbecca,Female,NaN,Biostatistician II,Casone,Yes,8,Mass Customer
5ec615322b1eb004f0687b8c,63,49,N,1994-01-26T00:00:00.000Z,Nolly,Male,NaN,VP Quality Control,Ownsworth,No,1,Affluent Customer
5ec615322b1eb004f0687b8d,38,50,N,1980-10-01T00:00:00.000Z,Whitby,Male,Manufacturing,Account Executive,Schapero,Yes,16,Mass Customer
5ec615322b1eb004f0687b8e,68,51,N,1959-12-05T00:00:00.000Z,Fidelio,Male,Retail,Computer Systems Analyst II,Dilke,No,18,Mass Customer
5ec615322b1eb004f0687b8f,57,52,N,1988-06-22T00:00:00.000Z,Curran,Male,Financial Services,NaN,Bentson,Yes,13,Mass Customer
5ec615322b1eb004f0687b90,22,53,N,1954-04-18T00:00:00.000Z,Agnella,Female,Financial Services,Software Test Engineer II,Gocke,No,16,Mass Customer
5ec615322b1eb004f0687b91,2,54,N,1966-07-24T00:00:00.000Z,Loralyn,Femal,Property,Sales Associate,Wonfor,Yes,18,Mass Customer
5ec615322b1eb004f0687b92,48,55,N,1956-09-24T00:00:00.000Z,Linc,Male,Financial Services,Paralegal,Jillions,Yes,7,Affluent Customer
5ec615322b1eb004f0687b93,44,56,N,1996-07-04T00:00:00.000Z,Reese,Male,Property,VP Sales,Ensor,Yes,4,Mass Customer
5ec615322b1eb004f0687b94,87,57,N,1988-06-13T00:00:00.000Z,Abba,M,NaN,Chief Design Engineer,Masedon,Yes,13,Mass Customer
5ec615322b1eb004f0687b95,26,58,N,1967-07-04T00:00:00.000Z,Dalenna,Female,Financial Services,Office Assistant III,Pinnock,Yes,17,Affluent Customer
5ec615322b1eb004f0687b96,60,59,N,2000-02-08T00:00:00.000Z,Niki,Male,NaN,Physical Therapy Assistant,Heathcote,No,3,High Net Worth
5ec615322b1eb004f0687b97,18,60,N,1970-02-04T00:00:00.000Z,Nadiya,Female,Manufacturing,NaN,Champerlen,No,10,Mass Customer
5ec615322b1eb004f0687b98,47,61,N,1959-11-29T00:00:00.000Z,Kacey,Female,Property,Help Desk Operator,Rowbottom,No,13,High Net Worth
5ec615322b1eb004f0687b99,38,62,N,1979-07-06T00:00:00.000Z,Sorcha,Female,IT,NaN,Roggers,Yes,22,Mass Customer
5ec615322b1eb004f0687b9a,58,63,N,1965-07-03T00:00:00.000Z,Ebony,Female,Retail,Senior Quality Engineer,Zini,Yes,16,Mass Customer
5ec615322b1eb004f0687b9b,73,64,N,1978-03-25T00:00:00.000Z,Gerek,Male,IT,Legal Assistant,Yve,No,4,High Net Worth
5ec615322b1eb004f0687b9c,21,65,N,1976-04-01T00:00:00.000Z,Yale,Male,Financial Services,Information Systems Manager,Tanser,Yes,15,Affluent Customer
5ec615322b1eb004f0687b9d,46,66,N,2002-03-11T00:00:00.000Z,Anselm,Male,Argiculture,Account Executive,Gawne,No,1,High Net Worth
5ec615322b1eb004f0687b9e,67,67,N,1960-06-14T00:00:00.000Z,Vernon,Male,Retail,Web Developer II,NaN,No,18,Mass Customer
5ec615322b1eb004f0687b9f,37,68,N,1974-04-21T00:00:00.000Z,Dahlia,Female,NaN,Information Systems Manager,Eddoes,No,9,Affluent Customer
5ec615322b1eb004f0687ba0,16,69,N,1969-06-22T00:00:00.000Z,Heidi,Female,NaN,Web Developer II,Milner,No,6,Mass Customer
5ec615322b1eb004f0687ba1,78,70,N,1993-02-27T00:00:00.000Z,Foster,Male,Financial Services,Paralegal,Vannoort,No,8,Affluent Customer
5ec615322b1eb004f0687ba2,30,71,N,1985-01-27T00:00:00.000Z,Hoyt,Male,Argiculture,Research Associate,Glavias,Yes,12,Affluent Customer
5ec615322b1eb004f0687ba3,93,72,N,1972-02-13T00:00:00.000Z,Sammy,Male,Manufacturing,Administrative Officer,Cheese,Yes,16,Affluent Customer
5ec615322b1eb004f0687ba4,16,73,N,1960-05-27T00:00:00.000Z,Minette,Female,NaN,Teacher,Worters,Yes,5,Affluent Customer
5ec615322b1eb004f0687ba5,94,74,N,1969-06-19T00:00:00.000Z,Pansy,Female,NaN,NaN,Kiddie,Yes,6,Mass Customer
5ec615322b1eb004f0687ba6,28,75,N,1978-07-15T00:00:00.000Z,Dollie,Female,Property,VP Product Management,Sealy,No,19,Mass Customer
5ec615322b1eb004f0687ba7,20,76,N,1978-01-23T00:00:00.000Z,Rea,Female,Retail,Statistician II,Hasser,Yes,18,High Net Worth
5ec615322b1eb004f0687ba8,79,77,N,1989-09-12T00:00:00.000Z,Shermie,Male,Financial Services,Automation Specialist IV,Andrin,No,7,Mass Customer
5ec615322b1eb004f0687ba9,37,78,N,1985-03-12T00:00:00.000Z,Arch,Male,Argiculture,Business Systems Development Analyst,Van der Kruis,No,8,Affluent Customer
5ec615322b1eb004f0687baa,76,79,N,1968-10-02T00:00:00.000Z,Tybi,Female,Manufacturing,Account Executive,Silliman,No,18,Mass Customer
5ec615322b1eb004f0687bab,11,80,N,1978-04-24T00:00:00.000Z,Pablo,Male,Entertainment,Data Coordiator,Small,No,13,Mass Customer
5ec615322b1eb004f0687bac,58,81,N,1986-09-04T00:00:00.000Z,Bee,Female,Health,NaN,Blazewicz,No,13,High Net Worth
5ec615322b1eb004f0687bad,93,82,N,1965-06-28T00:00:00.000Z,Gleda,Female,Property,Software Test Engineer III,Cokely,No,19,High Net Worth
5ec615322b1eb004f0687bae,97,83,N,1967-02-26T00:00:00.000Z,Kerr,Male,IT,Internal Auditor,Simmell,Yes,18,Mass Customer
5ec615322b1eb004f0687baf,78,84,N,1958-02-07T00:00:00.000Z,Rich,Male,NaN,Accountant III,Mathiasen,Yes,14,Mass Customer
5ec615322b1eb004f0687bb0,1,85,N,1958-05-21T00:00:00.000Z,Kane,Male,NaN,Analyst Programmer,Tixall,No,8,Mass Customer
5ec615322b1eb004f0687bb1,75,86,N,1989-03-04T00:00:00.000Z,Job,Male,Health,Occupational Therapist,Sleney,Yes,7,High Net Worth
5ec615322b1eb004f0687bb2,78,87,N,1974-04-23T00:00:00.000Z,Fields,Male,Financial Services,Editor,Langdon,No,8,Mass Customer
5ec615322b1eb004f0687bb3,41,88,N,1966-02-03T00:00:00.000Z,Malynda,Female,Property,Help Desk Operator,Tumber,Yes,7,High Net Worth
5ec615322b1eb004f0687bb4,74,89,N,1967-01-22T00:00:00.000Z,Benedicto,Male,Health,Speech Pathologist,Hoxey,Yes,14,Mass Customer
5ec615322b1eb004f0687bb5,76,90,N,1984-11-12T00:00:00.000Z,Cary,Male,Manufacturing,Quality Control Specialist,Garron,No,11,Mass Customer
5ec615322b1eb004f0687bb6,69,91,N,1955-02-24T00:00:00.000Z,Dylan,Male,Financial Services,Senior Financial Analyst,Meaker,Yes,17,Affluent Customer
5ec615322b1eb004f0687bb7,98,92,N,1980-09-11T00:00:00.000Z,Jodee,Female,Health,Recruiting Manager,Judkins,No,12,Mass Customer
5ec615322b1eb004f0687bb8,63,93,N,1976-07-16T00:00:00.000Z,Gordon,Male,Retail,Project Manager,Gowar,Yes,10,Mass Customer
5ec615322b1eb004f0687bb9,33,94,N,1974-08-07T00:00:00.000Z,Wallache,Male,Manufacturing,Civil Engineer,Simchenko,No,21,Mass Customer
5ec615322b1eb004f0687bba,67,95,N,1960-12-25T00:00:00.000Z,Nomi,Female,Manufacturing,Software Engineer III,Mallinder,Yes,8,Affluent Customer
5ec615322b1eb004f0687bbb,33,96,N,1968-08-31T00:00:00.000Z,Heath,Male,Manufacturing,Nuclear Power Engineer,Olford,No,15,Mass Customer
5ec615322b1eb004f0687bbc,16,97,N,1979-07-27T00:00:00.000Z,Arne,Male,Financial Services,Community Outreach Specialist,Corain,Yes,10,Mass Customer
5ec615322b1eb004f0687bbd,19,98,N,1956-03-17T00:00:00.000Z,Allianora,Female,Health,Safety Technician IV,Babalola,No,7,Mass Customer
5ec615322b1eb004f0687bbe,97,99,N,1998-06-13T00:00:00.000Z,Reggie,Male,Financial Services,VP Accounting,Mulliner,No,3,Mass Customer
5ec615322b1eb004f0687bbf,80,100,N,1968-05-11T00:00:00.000Z,Tripp,Male,Financial Services,General Manager,Steed,Yes,4,Mass Customer
5ec615322b1eb004f0687bc0,83,101,N,1975-12-29T00:00:00.000Z,Goran,Male,Manufacturing,Nurse Practicioner,Kwietek,No,11,High Net Worth
5ec615322b1eb004f0687bc1,51,102,N,1956-11-27T00:00:00.000Z,Langsdon,Male,Manufacturing,Quality Control Specialist,Tranfield,No,16,Affluent Customer
5ec615322b1eb004f0687bc2,49,103,N,1997-04-21T00:00:00.000Z,Ethyl,Female,Financial Services,Product Engineer,Runham,Yes,4,Affluent Customer
5ec615322b1eb004f0687bc3,40,104,N,1978-06-06T00:00:00.000Z,Odille,Female,Health,Automation Specialist II,Panketh,Yes,9,Mass Customer
5ec615322b1eb004f0687bc4,25,105,N,2001-09-17T00:00:00.000Z,Maribeth,Female,Manufacturing,Recruiting Manager,Pristnor,No,1,Mass Customer
5ec615322b1eb004f0687bc5,54,106,N,1966-07-03T00:00:00.000Z,Glyn,Male,Health,Software Test Engineer III,NaN,Yes,18,High Net Worth
5ec615322b1eb004f0687bc6,97,107,N,1990-07-01T00:00:00.000Z,Pris,Female,Financial Services,Nurse Practicioner,Stallebrass,Yes,9,Mass Customer
5ec615322b1eb004f0687bc7,4,108,N,1994-03-14T00:00:00.000Z,Kayle,Female,NaN,NaN,Mingaud,No,3,High Net Worth
5ec615322b1eb004f0687bc8,16,109,N,1978-12-11T00:00:00.000Z,Cody,Male,NaN,Marketing Assistant,Blabey,Yes,4,Affluent Customer
5ec615322b1eb004f0687bc9,23,110,N,2000-07-31T00:00:00.000Z,Sascha,Male,Financial Services,NaN,St. Quintin,No,1,Affluent Customer
5ec615322b1eb004f0687bca,65,111,N,1993-08-29T00:00:00.000Z,Cele,Female,NaN,Analyst Programmer,Evason,No,2,Mass Customer
5ec615322b1eb004f0687bcb,88,112,N,1975-08-12T00:00:00.000Z,Shena,Female,Retail,Marketing Manager,Parren,No,12,High Net Worth
5ec615322b1eb004f0687bcc,67,113,N,1956-05-06T00:00:00.000Z,Gage,Male,NaN,Staff Scientist,Nickless,No,20,Mass Customer
5ec615322b1eb004f0687bcd,10,114,N,1985-10-23T00:00:00.000Z,Sunny,Female,Entertainment,Teacher,Swindells,No,8,Affluent Customer
5ec615322b1eb004f0687bce,77,115,N,1981-12-21T00:00:00.000Z,Alberik,Male,Health,Account Executive,Mereweather,No,18,Mass Customer
5ec615322b1eb004f0687bcf,49,116,N,1999-02-05T00:00:00.000Z,Scottie,Male,Manufacturing,Assistant Professor,Swiffen,Yes,2,Affluent Customer
5ec615322b1eb004f0687bd0,75,117,N,1982-02-23T00:00:00.000Z,Nance,Female,Manufacturing,Marketing Manager,Suttling,No,15,Mass Customer
5ec615322b1eb004f0687bd1,43,118,N,1959-11-12T00:00:00.000Z,Prentice,Male,NaN,Budget/Accounting Analyst IV,Pearmain,No,19,High Net Worth
5ec615322b1eb004f0687bd2,9,119,N,1981-12-04T00:00:00.000Z,Willey,Male,NaN,Associate Professor,Chastanet,Yes,9,High Net Worth
5ec615322b1eb004f0687bd3,80,120,N,1978-09-02T00:00:00.000Z,Sloan,Male,Financial Services,Legal Assistant,Wagg,Yes,4,High Net Worth
5ec615322b1eb004f0687bd4,82,121,N,1957-10-02T00:00:00.000Z,Myles,Male,Manufacturing,Graphic Designer,Pauncefort,No,15,Mass Customer
5ec615322b1eb004f0687bd5,87,122,N,1979-04-19T00:00:00.000Z,Colver,Male,Financial Services,Quality Control Specialist,Itter,Yes,12,Mass Customer
5ec615322b1eb004f0687bd6,85,123,N,1988-12-03T00:00:00.000Z,Almeta,Female,Financial Services,Analyst Programmer,Kalinsky,No,15,High Net Worth
5ec615322b1eb004f0687bd7,27,124,N,1995-05-03T00:00:00.000Z,Kath,Female,Health,Administrative Assistant II,Cunney,Yes,5,High Net Worth
5ec615322b1eb004f0687bd8,94,125,N,1960-03-17T00:00:00.000Z,Darrelle,Female,Property,Computer Systems Analyst II,Antoniewski,No,16,Mass Customer
5ec615322b1eb004f0687bd9,53,126,N,1992-10-15T00:00:00.000Z,Norman,Male,Health,Administrative Officer,Cliff,Yes,3,Mass Customer
5ec615322b1eb004f0687bda,81,127,N,1974-12-03T00:00:00.000Z,Merrili,Female,Financial Services,Compensation Analyst,Whitear,No,19,Mass Customer
5ec615322b1eb004f0687bdb,73,128,N,1977-07-17T00:00:00.000Z,Isidro,Male,Property,Systems Administrator III,Cypler,Yes,12,Mass Customer
5ec615322b1eb004f0687bdc,64,129,N,1985-07-20T00:00:00.000Z,Weidar,Male,Financial Services,Financial Advisor,Silkstone,Yes,19,High Net Worth
5ec615322b1eb004f0687bdd,32,130,N,1997-07-18T00:00:00.000Z,Raddy,Male,Manufacturing,Chemical Engineer,Delete,No,1,Mass Customer
5ec615322b1eb004f0687bde,57,131,N,1964-10-16T00:00:00.000Z,Jana,Female,Retail,Administrative Officer,Renyard,No,8,High Net Worth
5ec615322b1eb004f0687bdf,5,132,N,1963-07-07T00:00:00.000Z,Celesta,Female,Manufacturing,Web Designer I,Willavoys,Yes,9,Mass Customer
5ec615322b1eb004f0687be0,12,133,N,1977-06-13T00:00:00.000Z,Eldridge,Male,Financial Services,VP Accounting,Fiddeman,Yes,16,Mass Customer
5ec615322b1eb004f0687be1,34,134,N,1997-08-01T00:00:00.000Z,Merna,Female,Telecommunications,Legal Assistant,McCulloch,Yes,5,Affluent Customer
5ec615322b1eb004f0687be2,18,135,N,1975-01-18T00:00:00.000Z,Rosalia,Female,IT,Internal Auditor,Sigart,No,3,Mass Customer
5ec615322b1eb004f0687be3,46,136,N,1973-05-26T00:00:00.000Z,Mel,Male,Manufacturing,Senior Developer,Bennet,Yes,7,High Net Worth
5ec615322b1eb004f0687be4,27,137,N,1987-11-21T00:00:00.000Z,Vaughn,Male,Property,Office Assistant II,Artin,No,10,High Net Worth
5ec615322b1eb004f0687be5,5,138,N,1985-04-28T00:00:00.000Z,Onofredo,Male,Financial Services,Recruiter,Franc,Yes,13,Affluent Customer
5ec615322b1eb004f0687be6,1,139,N,1964-07-28T00:00:00.000Z,Gar,Male,Telecommunications,Operator,NaN,No,4,Affluent Customer
5ec615322b1eb004f0687be7,9,140,N,1994-05-20T00:00:00.000Z,Morrie,Male,Manufacturing,Programmer Analyst III,Flaxon,No,2,Mass Customer
5ec615322b1eb004f0687be8,67,141,N,1954-06-25T00:00:00.000Z,Townsend,Male,Financial Services,Teacher,Trobe,Yes,10,High Net Worth
5ec615322b1eb004f0687be9,57,142,N,1967-08-07T00:00:00.000Z,Bentley,Male,Health,Quality Engineer,Fortesquieu,No,17,Affluent Customer
5ec615322b1eb004f0687bea,19,143,N,1957-09-01T00:00:00.000Z,Kendall,Male,Argiculture,Operator,Figg,Yes,11,Mass Customer
5ec615322b1eb004f0687beb,71,144,N,NaN,Jory,U,IT,Environmental Tech,Barrabeale,No,NaN,Mass Customer
5ec615322b1eb004f0687bec,33,145,N,1997-07-21T00:00:00.000Z,Filippo,Male,Financial Services,Account Executive,Ferrara,No,4,Mass Customer
5ec615322b1eb004f0687bed,34,146,N,1985-04-08T00:00:00.000Z,Ricoriki,Male,Manufacturing,Quality Control Specialist,Matlock,No,8,Mass Customer
5ec615322b1eb004f0687bee,32,147,N,1973-12-06T00:00:00.000Z,Rea,Female,Health,Analog Circuit Design manager,Pattrick,Yes,10,Mass Customer
5ec615322b1eb004f0687bef,69,148,N,1981-05-08T00:00:00.000Z,Jaquith,Female,NaN,Programmer Analyst III,Maffey,Yes,5,Mass Customer
5ec615322b1eb004f0687bf0,41,149,N,1995-01-31T00:00:00.000Z,Drucy,Female,Health,Research Nurse,Kausche,Yes,1,Mass Customer
5ec615322b1eb004f0687bf1,6,150,N,1983-08-23T00:00:00.000Z,Bradly,Male,Financial Services,Cost Accountant,Crosse,No,17,Affluent Customer
5ec615322b1eb004f0687bf2,36,151,N,1965-01-31T00:00:00.000Z,Donnie,Male,Manufacturing,Marketing Manager,Brimson,Yes,13,Mass Customer
5ec615322b1eb004f0687bf3,5,152,N,1981-03-03T00:00:00.000Z,Stephana,Female,Financial Services,Compensation Analyst,Cardew,No,16,Mass Customer
5ec615322b1eb004f0687bf4,73,153,N,1977-07-28T00:00:00.000Z,Lorilyn,Female,Entertainment,Assistant Media Planner,Walshe,Yes,12,Mass Customer
5ec615322b1eb004f0687bf5,90,154,N,1958-02-13T00:00:00.000Z,Faydra,Female,NaN,Junior Executive,Dulieu,No,11,Mass Customer
5ec615322b1eb004f0687bf6,4,155,N,1985-12-28T00:00:00.000Z,Orran,Male,Manufacturing,Quality Engineer,Bogges,No,10,Mass Customer
5ec615322b1eb004f0687bf7,23,156,N,1979-09-09T00:00:00.000Z,Shayla,Female,Financial Services,Cost Accountant,Rimmington,Yes,11,Mass Customer
5ec615322b1eb004f0687bf8,97,157,N,1974-11-23T00:00:00.000Z,Chad,Male,Financial Services,Financial Advisor,Houtby,No,16,Affluent Customer
5ec615322b1eb004f0687bf9,99,158,N,1984-09-03T00:00:00.000Z,Hamlin,Male,NaN,Internal Auditor,Odams,No,5,Affluent Customer
5ec615322b1eb004f0687bfa,90,159,N,1987-05-12T00:00:00.000Z,Arin,Male,Health,Research Nurse,Matskevich,No,13,Affluent Customer
5ec615322b1eb004f0687bfb,5,160,N,1964-07-15T00:00:00.000Z,Wake,Male,Health,Registered Nurse,Durning,No,18,Mass Customer
5ec615322b1eb004f0687bfc,49,161,N,1976-01-21T00:00:00.000Z,Tadd,Male,NaN,NaN,Bloss,No,16,Mass Customer
5ec615322b1eb004f0687bfd,90,162,N,1979-08-12T00:00:00.000Z,Port,Male,IT,Nurse Practicioner,Acuna,No,15,Mass Customer
5ec615322b1eb004f0687bfe,58,163,N,1976-09-06T00:00:00.000Z,Kessia,Female,Entertainment,Librarian,Helder,Yes,14,High Net Worth
5ec615322b1eb004f0687bff,55,164,N,1999-08-07T00:00:00.000Z,Aarika,Female,Retail,Senior Editor,Van Vuuren,Yes,1,Affluent Customer
